
0x0011417f ファイアー
0x00128be0 私がアイツをなんとかするしか、他にないじゃない！
0x00128c17 ［ミル］
0x00128c24 ・・・わかりました。
0x00128c3a 全てをあなたにゆだねます。
0x00128c57 ・・・と、そうだ。実はこういう
0x00128c76 モノをもってきたんですが。
0x00128c97 ［ミル］
0x00128ca4 今はあなただけがたよりです。
0x00128cc1 がんばってください。
0x00128cdc ［フレイ］
0x00128ceb ええ、まかせといて！
0x00128d06 ［フレイ］
0x00128d17 ミル・・・・・
0x00128d26 ルトクをおねがいね。
0x00128d41 ［フレイ］
0x00128d52 ・・・・・
0x00128d5e まさか！？
0x00128d6f ［アマドゥク］
0x00128d82 受け取れ！
0x00128d93 ［アマドゥク］
0x00128da6 時は満てり！
0x00128db5 偉大な神は降りたち、くさりきっ
0x00128dd4 たこの世界は、
0x00128de5 私の手の中で生まれかわるのだ！
0x00128e0a ［フレイ］
0x00128e19 こ、これは！？
0x00128e2e ［アマドゥク］
0x00128e41 おお、感じるぞ。
0x00128e53 とめどなくあふれる、これぞまさしく異界の力！
0x00128e82 来たれ、ダークメア！
0x00128e99 まずは小娘、キサマから食ろうて
0x00128eb8 やるわ！
0x00128ec7 ［フレイ］
0x00128ed6 ミリー、ちょっとだけ
0x00128eeb ここで待っててね。
0x00128f00 すぐもどってくるから。
0x00128f1d ［ミル］
0x00128f2a フレイさん！
0x00128f39 よくやってくれました。
0x00128f52 ミリーさんもどうにか意識をとり戻したようです。
0x00128f87 ［ミリー］
0x00128f98 フレイおねえちゃん、
0x00128fad ありがとう、助けてくれて・・
0x00128fd0 ［フレイ］
0x00128fdf ミリーこそ、よくがん
0x00128ff4 ばったわね。もう大丈夫よ。
0x00129011 ミル！
0x00129018 脱出するわよ！
0x0012902d ［ミル］
0x0012903a ええ。
0x00129042 あなたにお借りしていた、この
0x00129061 テレポートの魔法で・・・
0x0012907c あ、あれ！？
0x0012908c ・・・ない！！
0x001290a3 ［フレイ］
0x001290b2 そ、そんなぁ・・・。
0x001290c8 大体、ミル！
0x001290d6 あなたはねぇ・・・
0x001290ef ［ミル］
0x001290fc ヘンですねぇ。確かここ
0x00129113 に入れたハズなんですが・・・
0x00129136 ［フレイ］
0x00129145 きゃあっ！！
0x00129158 ［ミリー］
0x00129167 もうっ、２人とも！
0x0012917c 今はそんなコト言ってる場合じゃ
0x0012919b ないでしょ！
0x001291ae ［ミル］
0x001291bb そ、そうでした。動力で
0x001291d2 ある闇の魔導を失った今、
0x001291ed この城が墜落するのも時間の問題
0x0012920c でしょう。
0x0012921d ［フレイ］
0x0012922c ミル、なんとかならな
0x00129241 いの？
0x0012924e ［ミル］
0x0012925b 残念ながら今の私の力で
0x00129272 は、なんとも・・・。
0x00129289 と、とにかく、移動しましょう。
0x001292a9 ここにいては、ガレキの下敷きに
0x001292c8 なるだけです。
0x001292dd ［フレイ］
0x001292ec ミリー、行くわよ。
0x00129300 いい？
0x0012930d ［ミリー］
0x0012931c うん。
0x00129329 ［フレイ］
0x00129338 どうして、あなたが　ここにいるのよ！？
0x00129365 ［商人］
0x00129372 まあまあ、細かいコト気
0x00129389 にしとったらあきまへん。
0x001293a4 それより、またなんか買うてってや。
0x001293cd ［商人］
0x001293da この先の方に行ったら、
0x001293f1 人がおりますけど、
0x00129406 だれも口聞いてくれはりまへんのや。
0x0012942f ［フレイ］
0x0012943e きっと魔法で眠らされてるのね。
0x0012945f だいじょうぶ、私がなんとかしてみせるわ。
0x0012948e ［ねごと］
0x0012949d ・・・うーん・・・
0x001294b1 ・・・ＺＺＺＺＺ・・・
0x001294ce ［ねごと］
0x001294dd ・・・う゛ーん・・・
0x001294f2 ・・・なんかにおうな・・・
0x00129513 ［ねごと］
0x00129522 ・・・おとうさぁん、
0x00129537 ・・・おかあさぁん・・・
0x00129556 ［ねごと］
0x00129565 いや、はなして！
0x00129577 私をどこへ連れてく気よ！
0x00129592 ・・・んにゃにゃにゃ・・・
0x001295b3 ［フレイ］
0x001295c2 あれ？　開かない・・。
0x001295db そうだ、さっき見つけ
0x001295f0 たカギを使ってみよっと。
0x0012960f ［フレイ］
0x0012961e あれ？　開かない・・。
0x0012963b ［フレイ］
0x0012964a 開かないなぁ。カギがかかってんのかな？
0x00129673 そうだ、さっき見つけ
0x00129688 たカギを使ってみよっと。
0x001296a7 ［フレイ］
0x001296b6 開かないなぁ。カギがかかってんのかな？
0x001296e1 からっぽだった。
0x001296f6 持ち物がいっぱいで持てません。
0x00129719 からっぽだった。
0x0012972e からっぽだった。
0x00129745 ［フレイ］
0x00129754 れ？　カギがかかってんのかしら？
0x00129777 そうだ、さっき見つけ
0x0012978c たカギを使ってみよっと。
0x001297ab ［フレイ］
0x001297ba れ？　カギがかかってんのかしら？
0x001297e1 ［フレイ］
0x001297f0 どこかに、このカギで
0x00129805 開く扉があるのかしら？
0x00129820 からっぽだった。
0x00129835 からっぽだった。
0x0012984a 持ち物がいっぱいで持てません。
0x0012986d からっぽだった。
0x00129882 からっぽだった。
0x00129899 ［ねごと］
0x001298a8 ＺＺＺＺＺ・・・
0x001298bf ［フレイ］
0x001298ce ちょっと起こせそうにないわね。
0x001298f3 ［ねごと］
0x00129902 うひ、うひひひひひ。
0x00129917 うひひうひひひひひひ。
0x00129930 ・・・うひ。
0x00129943 ［ねごと］
0x00129954 （ギリギリギリギリ
0x0012996b ギリギリギリギリギリギリ）
0x0012998c ［フレイ］
0x0012999b う゛っ。すさまじい歯ぎしり・・・。
0x001299c4 ［ねごと］
0x001299d3 今かえったぞー！
0x001299e6 なにぃ、メシの用意ができてないだぁ！？
0x00129a0f ふざけんな！！　亭主をなんだと
0x00129a2e 思ってる！　びしびしっ！
0x00129a49 ・・・むにゃむにゃ。
0x00129a64 ［フレイ］
0x00129a73 日ごろの反動かしら？まだ若いのに・・・。
0x00129aa2 ［ねごと］
0x00129ab1 父さん、母さん・・。ＺＺＺＺＺ・・・。
0x00129ade ［ねごと］
0x00129aed んがががががごごお。すぴーーーすぴょぴょぴょ。
0x00129b22 ［ねごと］
0x00129b31 ぐぅぐぅ・・・。
0x00129b48 ［フレイ］
0x00129b57 もしもぉーし！！
0x00129b6e ［ねごと］
0x00129b7d すぴょすぴょ・・・。
0x00129b98 ［フレイ］
0x00129ba7 ・・・ダメか。
0x00129bbc ［ねごと］
0x00129bcd スライムが１ぴき、　
0x00129be2 スライムが２ひき・・・。
0x00129bfd スライムが３びき、
0x00129c10 スライムが４ひき・・・。
0x00129c2d え〜ん、ねむれないよぉ。
0x00129c47 ・・・・・・むにゃむにゃ。
0x00129c68 ［ねごと］
0x00129c77 うぅ〜ん、そんなに食
0x00129c8c べらんないわよぉ。むにゃ。
0x00129cad ［ねごと］
0x00129cbe きゃはははははははは
0x00129cd3 ははははははははははははは。
0x00129cf4 ・・・むにゃむにゃ。
0x00129d0f ［ねごと］
0x00129d1e んーっとぉ、あたしってぇ・・・なヒトだしぃ、
0x00129d4d ・・・が・・・で、みたいな。　・・・すぴすぴ。
0x00129d82 ［サムスのねごと］
0x00129d9a ・・・・・・メネア。
0x00129db1 キミをたすけに来たよ・・・
0x00129dcd 　　　　　　　むにゃむにゃ。
0x00129df0 ［メネアのねごと］
0x00129e08 ・・・ああ、サムス。
0x00129e1f たすけに来てくれたのね。
0x00129e39 ・・・くーすぴーーー・・・。
0x00129e5a 持ち物がいっぱいで持てません。
0x00129e7d からっぽだった。
0x00129e92 からっぽだった。
0x00129ea9 ［フレイ］
0x00129eb8 また会ったわね。
0x00129eca 今度はここで商売？
0x00129ee3 ［商人］
0x00129ef0 せやなぁ、ここいら辺で
0x00129f07 落ち着かんとなぁ。
0x00129f1c ほな、しばらくここにおります　
0x00129f3b さかい、また寄ってってや。
0x00129f5c ［フレイ］
0x00129f6b どうでもいいけど、
0x00129f80 ブキミじゃない？　こんな人気の
0x00129f9f ないトコにいて。
0x00129fb6 ［商人］
0x00129fc3 そうでもあらしまへん。
0x00129fdb ときどき、人の話し声みたいな　モンも聞こえてきますし。
0x0012a014 『住めば都』てなモンですわ。
0x0012a033 ま、それはともかく。
0x0012a048 また、なんか買うてってや。
0x0012a069 ［商人］
0x0012a076 売りモンに手ェ出してもろたら困ります。
0x0012a0a3 ［商人］
0x0012a0b0 それは売りモンだす。
0x0012a0cb ［商人］
0x0012a0d8 いかがでっか、新開発の宝箱でっせ。
0x0012a101 ［フレイ］
0x0012a110 新開発って？
0x0012a123 ［商人］
0x0012a130 だれにも開けられへん宝箱だす。
0x0012a155 ［フレイ］
0x0012a164 それじゃ役に立たないでしょーがっ！
0x0012a18d ［商人］
0x0012a19a 心配おまへん。
0x0012a1aa 今なら、このなんでも開けられる
0x0012a1c9 カギがついとりますさかい。
0x0012a1ea ［商人］
0x0012a1f7 さわらんといてぇな。　
0x0012a20e 売りモンにキズがつくさかい。
0x0012a231 ［フレイ］
0x0012a240 ちぇー、けちー。
0x0012a257 　　　　　［かつみ］
0x0012a26f 　　メインプログラム　担当
0x0012a290 ［かつみ］
0x0012a2a1 おれはやるぜ！
0x0012a2b0 やるぜ！　やるぜ！
0x0012a2c9 ［かつみ］
0x0012a2da すぺしゃるさんくす　ＴＯ　吉田さん
0x0012a303 ［かつみ］
0x0012a314 ちゃっくん、ホブリン
0x0012a32f ［かつみ］
0x0012a340 らん、らんらららんらんらん
0x0012a361 ［かつみ］
0x0012a372 真っ白な灰に・・・
0x0012a38b ［かつみ］
0x0012a39c まっこー！！
0x0012a3a9 ヅガーン！！
0x0012a3bc ［かつみ］
0x0012a3cd 鯉のぼり
0x0012a3dc ［かつみ］
0x0012a3ed すぺしゃるさんくす　ＴＯ　Ｈ社の藤井さん
0x0012a41c 　　　［ＳＵＥＮＡＧＡ］
0x0012a438 　　　グラフィック　担当
0x0012a457 ［ＳＵＥＮＡＧＡ］
0x0012a470 　お買い上げありがとうございます。
0x0012a499 　　　　［ＧＯ．Ｔ］
0x0012a4b1 　　サブプログラム　担当
0x0012a4d0 ［ＧＯ．Ｔ］
0x0012a4e3 みなさん、
0x0012a4ee 楽しくやってください。
0x0012a50b ［ＧＯ．Ｔ］
0x0012a51e フレイ、サーク
0x0012a52f その他マイクロキャビンの作品で
0x0012a54e 同人誌つくった方、
0x0012a563 ぜひ送って下さい。
0x0012a577 Ｈ・や○い可（ってヲイ）
0x0012a596 ［ＧＯ．Ｔ］
0x0012a5a9 ＺＡＢＡＤＡＫが　
0x0012a5bc 解散してドすげぇ悲しい・・。
0x0012a5df 　　［にったにったにった］
0x0012a5fd 　　　ミュージック　担当
0x0012a61c ［にったにったにった］
0x0012a63a ぱっぱけぴー　ぷひー　ぷひー
0x0012a659 ぴゅらぴゅら　ぱふぱふ
0x0012a676 　　　　　［いずみ］
0x0012a68e 　　　　シナリオ　担当
0x0012a6ab ［いずみ］
0x0012a6bc どうもー。
0x0012a6c8 楽しく遊んでいただいてます？
0x0012a6e7 ぜひともゲームの感想をお寄せくださいね。
0x0012a716 ［いずみ］
0x0012a725 え？　頭の上のコレですか？
0x0012a742 新発売
0x0012a74a 『フレイちゃんキャップ』
0x0012a765 お問い合わせは・・・
0x0012a77c ウソです。ごめんなさい。
0x0012a79b ［いずみ］
0x0012a7aa 次回作、
0x0012a7b4 『サムスと　メネアの大冒険』
0x0012a7d3 に請うご期待
0x0012a7e2 ウソです。ごめんなさい。
0x0012a801 ［いずみ］
0x0012a810 ２番目のボスの所に出
0x0012a825 てくる『したっぱ』の名前って
0x0012a844 そんなにヘンかなぁ・・・？
0x0012a865 ［いずみ］
0x0012a874 パソコンで『フレイ』をプレイされた方、
0x0012a89d シナリオやら設定やら、あちこち
0x0012a8bc 変わっててゴメンナサイ。
0x0012a8d7 みんな、私が悪いんです。
0x0012a8f6 　　　　　［奥田］
0x0012a90c 　　　グラフィック　担当
0x0012a92b ［奥田］
0x0012a93a ・・・・・・。
0x0012a94f ［フレイ］
0x0012a95e ん？　フタのうらに　何か書いてある。
0x0012a987 ころばぬ先のツエ。
0x0012a99e 持ち物がいっぱいで持てません。
0x0012a9c1 からっぽだった。
0x0012a9d8 ［フレイ］
0x0012a9e7 ん？　フタのうらに　何か書いてある。
0x0012aa10 「これくらい」　その考えが
0x0012aa2b 死をまねく。
0x0012aa3c 持ち物がいっぱいで持てません。
0x0012aa5f からっぽだった。
0x0012aa76 ［フレイ］
0x0012aa85 ん？　フタのうらに　何か書いてある。
0x0012aaae ころんだ後にもツエはいる。
0x0012aacd 持ち物がいっぱいで持てません。
0x0012aaf0 からっぽだった。
0x0012ab07 ［ルトク］
0x0012ab16 おっ、戻ってきたな。
0x0012ab2b さぁ、行こうぜ。
0x0012ab42 ［理性の叫び］
0x0012ab56 だまされちゃダメ
0x0012ab68 よ、フレイ！
0x0012ab79 ラトクのカッコしてるけど、そい
0x0012ab9a つはニセモノ、極悪人なのよ！
0x0012abbd ［フレイ］
0x0012abce そっ、そうね。
0x0012abe1 あやうく敵の術中に落ちるところだったわ。
0x0012ac10 ［フレイ］
0x0012ac1f あなたね、
0x0012ac30 私のラトクさん
0x0012ac42 に化けて悪いコト
0x0012ac53 ばかりしてるのは！
0x0012ac6c ［ラトクのにせもの］
0x0012ac86 なんだオメェはぁ？
0x0012ac9b いきなり出てきて、ワケのわかん
0x0012acba ねえコトほざきやがって。
0x0012acd9 ［フレイ］
0x0012ace8 シラを切ろうったって
0x0012acfd そうはいかないわよ！
0x0012ad18 ［ミル］
0x0012ad25 フレイさん、遅くなって申しわけありません。
0x0012ad56 ［フレイ］
0x0012ad65 ミル！　どうにか結界
0x0012ad7a をこえられたみたいね。
0x0012ad97 ［ミル］
0x0012ada4 おや、そこにいるのは
0x0012adba ・・・ルトクさん！？
0x0012add5 ［フレイ］
0x0012ade6 ・・・・・え゛？
0x0012adfd ［ミル］
0x0012ae0a この方はルトク・ハート
0x0012ae21 さんと言いまして、
0x0012ae36 私たち魔法ギルドの依頼で事件を
0x0012ae55 調査してもらっていたんです。
0x0012ae74 いったい、だれがこんなムゴイことを・・・。
0x0012aea5 ［フレイ］
0x0012aeb4 は、はは・・・。
0x0012aec6 じゃ、じゃあ・・・
0x0012aedf ［ルトク］
0x0012aeee ・・・・・う〜ん、
0x0012af01 いてててて・・・
0x0012af18 ［ルトク］
0x0012af27 あっ！　テメェ！
0x0012af3e ［フレイ］
0x0012af4d うわぁぁ〜ん。ルトク
0x0012af62 無事でよかったぁ〜！！
0x0012af7b しくしく、いったい、だれが
0x0012af97 あなたをこんな目に？
0x0012afb2 ［ルトク］
0x0012afc1 オメェだ、オメェ！！
0x0012afdc ［フレイ］
0x0012afeb まあ、ルトクかわいそうに・・・。
0x0012b00e モンスターにやられて、パニック
0x0012b02d を起こしてるのね。
0x0012b042 というわけでミル。ルトクを安全
0x0012b061 なトコまで運んであげて。
0x0012b080 ［ミル］
0x0012b08d わかりました。
0x0012b09d ところでミリーさんは・・・？
0x0012b0c0 ［フレイ］
0x0012b0d1 う゛っ。
0x0012b0da わ、わすれてた・・・。
0x0012b0f7 ［フレイ］
0x0012b106 ねえルトク、
0x0012b115 こうこう、こういった感じの女の
0x0012b134 子を見なかった？
0x0012b14b ［ルトク］
0x0012b15a おう、たしかにそんな
0x0012b16f ガキを見たっけなあ。
0x0012b186 あやしいヤツにかかえられて、奥
0x0012b1a5 の方へ行ったぜ。
0x0012b1b8 それよりなぁ・・・。
0x0012b1d3 ［フレイ］
0x0012b1e2 ありがとう、ルトク。
0x0012b1f9 ・・・というワケで、ミル。
0x0012b214 ルトクをおねがいね。
0x0012b22f ［ルトク］
0x0012b23e 待てって言ってんだろ！
0x0012b25b ［ルトク］
0x0012b26a オレはまだ戦えるぜ。
0x0012b280 このまま女に任せて、引きさがれ
0x0012b29f るかってんだ。
0x0012b2b4 ［ミル］
0x0012b2c1 私からもぜひおねがいします。
0x0012b2e0 私は牢屋にいる人たちを、
0x0012b2fb 地上へ送り届けなければなりませ
0x0012b31a んので。
0x0012b329 ［ミル］
0x0012b336 それから、テレポートの
0x0012b34d 魔法を貸してください。
0x0012b366 私の力では人を連れて、地上までは飛べませんので。
0x0012b399 今すぐにとは言いませんが、
0x0012b3b5 なるべく早くおねがいします。
0x0012b3d8 ［ルトク］
0x0012b3e7 このオッサンが、何か
0x0012b3fc 言ってるぜ。
0x0012b40f ［ラトクのにせもの］
0x0012b42b ・　・　・　・　・　・　。
0x0012b44c ［フレイ］
0x0012b45b うん。これでしばらくは、悪いコトもできないわね。
0x0012b492 ［ミル］
0x0012b49f テレポートの魔法を貸していただけますか？
0x0012b4ce ［ミル］
0x0012b4db 装備をととのえるなら、
0x0012b4f2 今のうちですよ。
0x0012b509 ［フレイ］
0x0012b518 はい。じゃ、これ。
0x0012b52b なくさないでよ。
0x0012b542 ［ミル］
0x0012b54f わかってます。そうそう何度もなくしたりしませんよ。
0x0012b588 ［フレイ］
0x0012b599 じゃあ、以前にも何度
0x0012b5b0 かなくしたコトがあるのね。
0x0012b5d1 ［ミル］
0x0012b5de それでは、２人ともお気をつけて。
0x0012b605 ［ルトク］
0x0012b614 なに、心配そうな顔してんだ。
0x0012b633 オレがついてるから安心しな。　さあ、行こうぜ。
0x0012b668 ［フレイ］
0x0012b67d ふ、不安だわ・・・
0x0012b696 ［ミル］
0x0012b6a3 フレイさん、私の話を　聞いてますか？
0x0012b6ce ［フレイ］
0x0012b6dd わかってるってば。　ちょっと待ってよ。
0x0012b70a ［フレイ］
0x0012b719 そう言えば、自己紹介
0x0012b72e がまだだったわね。
0x0012b743 フルネームは、
0x0012b753 フレイア・ジェルバーン。
0x0012b76e 見てのとおり、魔法戦士よ。
0x0012b78f ［ルトク］
0x0012b79e オレの名前は
0x0012b7ab ルトク・ハート。ヨロシクな。
0x0012b7ca あちこち渡り歩いている戦士ってトコだな。
0x0012b7f5 ところでオメェ・・・
0x0012b80c さっき、オレを誰かとカンちがい
0x0012b82b してたようだったが、
0x0012b844 ひょっとして・・・
0x0012b85a オメェのコレかい？
0x0012b873 　　（ぴきっ）
0x0012b889 ［フレイ］
0x0012b898 そっ、そんなのあなた
0x0012b8ad には関係ないでしょ！！
0x0012b8ca ［ルトク］
0x0012b8d9 そんなヤツよりさ、　
0x0012b8ee オレの女にならねえか？
0x0012b907 タイクツさせねぇぜ。
0x0012b922 ［フレイ］
0x0012b931 だ、だぁれが、あなた
0x0012b946 なんか・・・！
0x0012b957 もうっ、グズグズしてるとおいて
0x0012b976 くわよっ！
0x0012b987 ［ルトク］
0x0012b996 ムリしちゃって。
0x0012b9a8 かーいい女だぜ。
0x0012b9bb ・・・あっ、おい、待てよ！
0x0012b9dc ［ルトク］
0x0012b9eb どこへ行く気だか知らねぇが、オレはここに残るぜ。
0x0012ba1e じゃあな。はやく戻ってこいよ。

0x00158cf5 はい
0x00158d03 いいえ

0x0015bfe1 値段は

0x00159439 ゴールド
0x00159442 を手に入れた！
0x00159451 をもらった！
0x0015c09e 所持金

0x0015c322 お泊まりですか？
0x0015c333 いざという時のために、こまめにお泊まりになられた方がいいですよ。
0x0015c37c お泊まりですね。
0x0015c38d あなたの旅の記録をとっておきましょう。
0x0015c3ba sｸはいはい、好きなだけ泊まっていってくだされ。いっひっひ。
0x0015c3fa １００Ｇいただきます。
0x0015c42f ですね。
0x0015c438 そんなに強力ではありませんが、遠くにいる敵も攻撃できるのが便利ですよ。
0x0015c481 ですね。
0x0015c48a 威力には欠けますが、敵をつらぬいて遠くまで飛びますよ。
0x0015c4c2 	ですね。威力はありますが、敵に近づかないと当たらないのが欠点ですね。
0x0015c50a の魔法ですね。
0x0015c519 ３本の炎が、それぞれ敵をめがけて飛んでいきます。威力はあまり期待できませんね。
0x0015c56a の魔法ですね。
0x0015c579 ３つのカミナリをあなたの近くの敵に落とします。なかなか強力ですよ。
0x0015c5c3 ｮPｮ醗
0x0015c5ca だな。
0x0015c5d1 ちょっとこわれやすいが、心強い味方になると思うぜ。どうだい？
0x0015c610 だな。
0x0015c617 ちょっとしたケガなら、これ一つで治っちまうぜ。どうだい？
0x0015c652 だな。
0x0015c659 ふかいキズには、これぐらいスタミナのあるモンを食わんとな。
0x0015c696 かい。
0x0015c69d そうとう値ははるが、効果は保証するぜ。　金があるときにでも買ってってくれ。
0x0015c6fa ですね。
0x0015c703 魔法の矢が２本も出るのよ。
0x0015c71e 「あろちゃん２」って呼んであげてね。
0x0015c745 ですね。
0x0015c74e 前３方向にカミナリが飛ぶのよ。三輪車には乗らないけど、
0x0015c785 「さんちゃん２」って言うの。
0x0015c7a4 ですね。
0x0015c7ad 威力は弱いけど、前３方向に飛んでとっても便利よ。
0x0015c7e0 の魔法ね。
0x0015c7eb ３つも炎が出て、とってもかわういの。　おひとつ、い・か・が？
0x0015c82a の魔法ね。
0x0015c835 あたし、カミナリきらい！
0x0015c84e でも、これでなかなか強力なのよね。
0x0015c873 の魔法ですね。竜さんがとってもカッコいいの。お友達とか呼んだときに見せてあげたいわね。
0x0015c8e0 ね。
0x0015c8e5 魔法の矢が３本も出るの。
0x0015c8fe ３本よ、３本！
0x0015c90f どお？
0x0015c918 ね。
0x0015c91d カミナリが上下左右４方向に飛ぶのよ。この突きさすような感覚がたまんないわぁ。
0x0015c96c ね。
0x0015c971 ３方向に飛ぶのはいいけど、なんだか物足りないわ。
0x0015c9a2 コレクションにどう？
0x0015c9b9 ね。
0x0015c9be 敵のフトコロへ飛び込んでいくような、野性的な戦いが好きな人向けね。ああ、シビレルわぁ〜。
0x0015ca19 の魔法ね。
0x0015ca24 水竜を召喚する魔法よ。
0x0015ca3b けっこうハデだから、１コくらい持っててもいいかしらね。
0x0015ca74 の魔法ね。
0x0015ca7f これは火炎竜を呼び出す魔法よ。情熱的に燃え上がる炎がたくましいわぁ。
0x0015cac6 の魔法ね。
0x0015cad1 大津波をひき起こすのよ。人家や自然には影響ないから、思いきり使っていいわよ。
0x0015cb20 の魔法ね。いっぱいのお星サマをふらせて攻撃するのよ。けっこうシュールだと思わない？
0x0015cb83 じゃな。
0x0015cb8c ちょっと心もとないが、ないよりはマシといったところかの。
0x0015cbc5 買っていきなさるか？
0x0015cbdc じゃな。
0x0015cbe5 危険な旅の心強い味方となってくれるじゃろう。
0x0015cc14 じゃな。
0x0015cc1d 食えば元気が出てくるぞ。どうじゃな。
0x0015cc44 じゃな。
0x0015cc4d 「そなえあれば、うれいなし」と言うしな。　つねにこれぐらいは持っておいた方がいいじゃろ。
0x0015cca8 じゃな。
0x0015ccb1 高価なだけに効果はあるぞ
0x0015ccca なんちてな。
0x0015ccd7 おや？お気にめさなんだかの。
0x0015ccf4 でっか
0x0015ccfb いやぁ、お目が高い！
0x0015cd10 勉強させてもらいますよって、
0x0015cd2d どんどん買うてってや。
0x0015cd44 買いますか？
0x0015cd51 売りますか？
0x0015cd5e もう持つことはできません
0x0015cd78 お金が足りません
0x0015cd8a バックアップメモリが足りません
0x0015cdaf を買いました
0x0015cdbd を売りました
0x0015cdcd 　　　　　　　　　　　　　　　
0x0015cdec 売るものがありません
0x0015ce02 Ｇで引き取ります
0x0015ce13 もうお持ちですよ
0x0015ce27 ・・・
0x0015ce4c ［エマ］
0x0015ce56 どこかへお出かけ？
0x0015ce6b 危険だから、くれぐれも町の外へは出ないようにね。
0x0015cea0 ［ギルア］
0x0015ceac お金は大切にするんだぜ、おじょうちゃん。
0x0015ceda あら、今度は女の子のお客様ね。
0x0015cefa 　この間はカッコいいカレだったから期待してたんだけどなー。ちぇ。
0x0015cf3f ［エルノア］
0x0015cf4d ロッドをおもとめですか？
0x0015cf67 ご一緒に
0x0015cf71 の魔法などいかがですかぁ？
0x0015cf91 おつかれでしょう。
0x0015cfa6 ゆっくり休んでいってください
0x0015cfc3 ね。
0x0015cfcc ［エルマ］
0x0015cfd8 近頃、町の中に物騒な噂が流れてるみたいね。
0x0015d005 気がかりだわ。
0x0015d01b お〜お、これは可愛らしいお嬢ちゃんじゃのう。
0x0015d049 まるで２０年前のワシを見とるようじゃ。
0x0015d075 ［ゼラばあさん］
0x0015d08a ［サーラ］
0x0015d099 ［シーラ］
0x0015d0a6 ミリー
0x0015d0bb ［ラゼル］
0x0015d0cc ［フレイ］
0x0015d0db ［町長］
0x0015d0ea ［ミル］
0x0015d0f7 ラトク
0x0015d0fe 勇者
0x0015d108 ｸ・カート
0x0015d112 モンスター
0x0015d126 ｭｸおじいちゃん。
0x0015d137 ただいま。
0x0015d144 ｹｸおかえり。
0x0015d158 ﾈｸおじゃまします。
0x0015d16d ｹｸはい、いらっしゃい。何をおもとめですかな。
0x0015d19c ﾈｸあのー
0x0015d1a8 この町に『
0x0015d1b4 』があるって聞いたんですけど。
0x0015d1d5 ｹｸなんと、その薬か。
0x0015d1ea さてさて、残っておったかの。
0x0015d207 調べてみんとわからんから、少し時間をくれんか？
0x0015d238 ﾈｸそうですか。
0x0015d247 じゃ、おねがいします。
0x0015d261 ｹｸいやぁ、待たせてすまんかったの。
0x0015d286 あったぞ、１つきりじゃったがな。そら、これじゃ。
0x0015d2bc ﾈｸありがとうございま
0x0015d2d1 す。　おいくらですか？
0x0015d2ea ｹｸかまわんよ。
0x0015d2f9 そんなことよりも、誰か病気なんじゃろう。　はやく持って行ってあげなさい。
0x0015d344 ﾈｸあ、ありがとうございます。じゃあ、これで。
0x0015d373 ｹｸ気をつけてな。
0x0015d38a ｦｸもあれで、人一倍さみしがり屋でな。
0x0015d3b0 　よかったら話し相手になってやってくれんかの。
0x0015d3e5 ｦｸを見かけんかったかな。
0x0015d3ff 　ちょっと使いをたのもうと思ったんじゃがなぁ。
0x0015d45d あたしはもう子供じゃないわ。
0x0015d47c “ちゃん”づけもやめてよね。
0x0015d49b ﾈｸえ〜っと、じゃあ・・
0x0015d4b2 ｦｸ。　ちょっと聞くけど、
0x0015d4cf 』ってどこにあるか知ってる？
0x0015d4ec 　それ教えてくれたら、話きいてあげてもいいよ。
0x0015d51d ｭｸあ、それなら、ウチにあるかも。
0x0015d540 ﾈｸええっ、本当！？
0x0015d555 ｭｸうん。だってウチ道具屋さんだもん。
0x0015d57a すぐ近くだから寄ってみたら？
0x0015d599 ﾈｸありがとう、
0x0015d5a8 ｦｸ。助かるわ。
0x0015d5b9 ｭｸあたしもついてくね。
0x0015d5d9 ﾙｸはいはい。
0x0015d5e8 おや？　見かけない方ですな。
0x0015d606 私は、このアーザルの町の長をつとめるデムスと申します。
0x0015d63f なにかご用ですかな？
0x0015d656 ﾈｸあの〜、町の北にある門をあけてほしいんですけど。
0x0015d68b ﾙｸ門を！？　それはおやめなさったほうがいい。
0x0015d6ba ﾈｸそんなに危険なんですか？　町の外って。
0x0015d6e5 ﾙｸええ、そりゃあもう。
0x0015d6fd ３年前、
0x0015d707 ｸ様の活躍で平和になったと思ったんですが。
0x0015d75c ﾈｸどうです？
0x0015d732 そしたらまた、
0x0015d742 ｹがウロつき始めまして。
0x0015d76b 私がその
0x0015d775 ｹたちを退治するのとひきかえに門を
0x0015d79c ﾙｸあなたが！？
0x0015d7ad はっはっはっ、話にもなりませんな。
0x0015d7d2 ﾈｸ失礼ね！
0x0015d7df 私はその
0x0015d7e9 ｸと、行動を共にしたコトだってあるのよ！
0x0015d813 ﾙｸな、なんとっ！
0x0015d826 それは本当ですか？
0x0015d841 森でケガしてたトコを助けられて
0x0015d864 それから町の病院までオンブしてもらったワケだから
0x0015d899 うん、少なくとも、ウソはついてないわよね
0x0015d8c6 ﾈｸも、もちろんよ！
0x0015d8db ﾙｸそれは頼もしい。
0x0015d8ee ぜひ、おねがいします。
0x0015d906 おそらく
0x0015d910 ｹどもは、北のアルセイデスの神殿から
0x0015d944 いーからいーから。
0x0015d958 とりあえず、門のことはヨロシクおねがいします。
0x0015d989 ﾙｸあっ、ちょっと。これを持って行ってください。
0x0015d9be ﾈｸこれは？
