0x000bd7d0 通信エラーが発生しました！
0x000c99d8 ドロロ「ケロロ君…
0x000c99eb 　今度は僕を忘れないでね…」
0x000c9a08 モア「おじさま、
0x000c9a19 　カッコイイです！」
0x000c9a30 ケロロ「みんな！
0x000c9a41 　ありがとぉーう！
0x000c9a54 　我輩、
0x000c9a5d 　みんなのような部下を持って
0x000c9a7a 　感動であります！！
0x000c9a90 　それでは！
0x000c9a9d 　ペコポン侵略のため、
0x000c9ab4 　本格的な作戦会議を…」
0x000c9ad0 冬樹「軍曹〜？
0x000c9adf 　ぐ〜んそ〜う？？」
0x000c9af4 ケロロ「ゲロッ？！
0x000c9b07 　冬樹殿、
0x000c9b12 　何用でありますか？」
0x000c9b2c 冬樹「今日の掃除当番
0x000c9b41 　軍曹だよね？
0x000c9b50 　姉ちゃん怒ってたよ？
0x000c9b67 　『あのボケガエル〜〜ッ！』
0x000c9b84 　って。
0x000c9b90 　急いだ方が
0x000c9b9d 　いいと思うけど…」
0x000c9bb4 ケロロ「ゲロ〜？！
0x000c9bc7 　すぐに参るであります！
0x000c9be0 　キチンと
0x000c9beb 　掃除するであります！！」
0x000c9c08 ギロロ「こら、ケロロ！
0x000c9c1f 　会議はどうするんだ！」
0x000c9c38 ケロロ「あ〜と〜で〜っ！！」
0x000c9c58 ギロロ「な…」
0x000c9c68 タママ「なんだか感動して
0x000c9c81 　損した気分ですぅ〜…」
0x000c9c9c ドロロ「ケロロ隊長殿は
0x000c9cb3 　ケロロ隊長殿
0x000c9cc2 　ということでござるか。」
0x000c9ce0 クルル「く〜っくっくっく…」
0x000c9d00 アイドルのすももちゃんに
0x000c9d19 負けたという事実は
0x000c9d2c ケロロ小隊の隊員達に
0x000c9d44 大きなショックを与えたが
0x000c9d5d だからといって特に進展する
0x000c9d78 わけでもなかったのでした。
0x000caba8 タママ「やったですぅ〜
0x000cabc1 　これで僕が隊長ですぅ〜
0x000cabe0 ケロロ「そんな…バカな
0x000cabf7 　我輩…我輩は…
0x000cac08 　分からんもんだなぁ…
0x000cac20 　カエルの一生なんて…」
0x000cac3c ギロロ「ふん…
0x000cac4b 　ダラダラ生活していた
0x000cac62 　報いだな。」
0x000cac74 　(タママが隊長の器とは
0x000cac8c 　思えんがケロロには
0x000caca1 　良い薬だろう。)
0x000cacb4 クルル「く〜っくっくっく…
0x000caccf 　よろしくな…タママ隊長…」
0x000cacec ドロロ「ケロロくん、
0x000cad01 　自業自得でござる。」
0x000cad18 タママ「それでは…(コホン)
0x000cad33 　タママ小隊を結成する！
0x000cad4c 　……ん？」
0x000cad5c モア「おじさま？
0x000cad6d 　モアはおじさまが
0x000cad80 　隊長じゃなくなっても
0x000cad98 　かまいませんわ。
0x000cadab 　だって、おじさまは
0x000cadc0 　おじさまですもの！」
0x000cadd8 ケロロ「モ…モア殿…！
0x000cadef 　我輩、感激であります…！」
0x000cae0c タママ(おのれぇ〜相変わらず
0x000cae28 　ジャマな女ですぅ〜…
0x000cae3f 　軍曹さんはお前なんかに
0x000cae58 　渡さないですぅ〜！)
0x000cae70 タママ「クルル曹長！
0x000cae85 　この女を拘束したまえ！」
0x000caea0 クルル「了解…」
0x000caeb4 モア「きゃあっ！
0x000caec5 　どうしてこんなことを？！
0x000caee0 　てゆーか人事不省？」
0x000caef8 ケロロ「モア殿！
0x000caf09 　タママ…隊長、
0x000caf1a 　なにをするでありますか？！
0x000caf38 　モア殿は我が小隊に
0x000caf4d 　協力してくれている
0x000caf62 　大事な…」
0x000caf70 タママ「ぬぅ〜、
0x000caf81 　軍曹さんもこの女の肩を
0x000caf9a 　持つんですかぁ〜？！
0x000cafb4 　２人とも反逆罪で
0x000cafc7 　独房行きですぅ〜！！」
0x000cafe0 ケロロ「ゲロ〜！
0x000caff1 　タママ隊長ぉ〜！」
0x000cb008 タママ「う〜〜(怒)
0x000cb01b 　こーなったらヤケですぅ！
0x000cb036 　本格的にペコポン侵略作戦を
0x000cb054 　発動するですぅ！！
0x000cb069 　まず日向家を占領、
0x000cb07e 　強力な戦闘能力を持つ
0x000cb098 　ナッチーは後回しにして、
0x000cb0b3 　まずフッキーから
0x000cb0c6 　確保するですぅ〜！！」
0x000cb0e0 一同「了解ッ！…？！」
0x000cb0f8 桃華「ねぇ…タマちゃん？」
0x000cb114 タママ「モモッチ？！
0x000cb129 　どうしてモモッチが
0x000cb13e 　ここに？！」
0x000cb150 裏桃華「おい…タマ公。
0x000cb167 　冬樹君に手ェ出したら
0x000cb17e 　承知しねぇっつってんだろ
0x000cb19c 　コンチクショー！」
0x000cb1b4 タママ「わあぁ〜？！
0x000cb1c9 　モモッチぃ
0x000cb1d6 　ゴメンなさいですぅ〜！」
0x000cb1f4 裏桃華「オラァ〜ッ！！！」
0x000cb210 どす黒い感情に飲みこまれた
0x000cb22b タママでしたが裏桃華に
0x000cb242 こっぴどくお仕置きされ、
0x000cb25c 隊長の座を降りたそうな。
0x000cbbe0 あなたのID：%s
0x000cbbf0 残り%d席
0x000cbd1c アイテム
0x000cbd28 キャラクター
0x000cbd3c −−−−−−−−−−
0x000cbe51 保存します。
0x000cbe68 渡す
0x000cbe70 貰う
0x000cbf38 装備なし
0x000cc004 アイテム収集率　%d％
0x000cc330 西澤邸
0x000cc338 地下工場
0x000cc344 ケロロ島
0x000cc350 司令室
0x000cc358 西澤邸
0x000cc360 地下工場
0x000cc36c ケロロ島
0x000cc378 司令室
0x000cc380 西澤邸　ミラー
0x000cc390 地下工場　ミラー
0x000cc3a4 ケロロ島　ミラー
0x000cc3b8 司令室　ミラー
0x000cc3c8 西澤邸　リバース
0x000cc3dc 地下工場　リバース
0x000cc3f0 ケロロ島　リバース
0x000cc404 司令室　リバース
0x000cc448 はい
0x000cc450 いいえ
0x000cc458 ストーリー
0x000cc464 通信対戦
0x000cc470 アイテム交換
0x000cc480 辞書
0x000cc488 リトライ
0x000cc494 あきらめる
0x000cc4a0 総合順位
0x000cc4ac 中断データから
0x000cc4bb 始めますか？
0x000cc4c8 現在の中断データを
0x000cc4db 削除しても
0x000cc4e6 よろしいですか？
0x000cc4f8 リトライ
0x000cc504 キャラクター選択
0x000cc518 コース選択
0x000cc524 タイトル
0x000cc540 隊長代理
0x000cc54c 隊員
0x000cc554 隊長代理か
0x000cc55f 隊員になるか
0x000cc56c 選んでください
0x000cc57c 隊長代理…
0x000cc587 隊長になりかわり
0x000cc598 部隊の指揮をとります
0x000cc5b0 隊員…
0x000cc5b7 隊長代理を選び
0x000cc5c6 その部隊に配属されます
0x000cc5e0 隊長代理を
0x000cc5eb 選んでください
0x000cc5fc 隊長代理からの
0x000cc60b 連絡を待っています
0x000cc620 隊員を
0x000cc627 募集しています
0x000cc638 このメンバーで
0x000cc647 よろしいですか
0x000cc658 ワイヤレスアダプタが
0x000cc66d つながっていません
0x000cc680 ワイヤレスアダプタが
0x000cc695 認識できませんでした。
0x000cc6ac 電源を切って、
0x000cc6bb ワイヤレスアダプタの
0x000cc6d0 接続を確認してください。
0x000cc6ec 隊員との接続に
0x000cc6fb 失敗しました
0x000cc708 隊長代理との接続に
0x000cc71b 失敗しました
0x000cc728 アイテムリストから
0x000cc73b 交換するアイテムを
0x000cc74e えらんでください
0x000cc760 このアイテムを
0x000cc76f 交換しても
0x000cc77a よろしいですか？
0x000cc78c このアイテムとの
0x000cc79d 交換で
0x000cc7a4 よろしいですか？
0x000cc7b8 アイテム交換が
0x000cc7c7 終わりました
0x000cc7d4 交換が成立しませんでした
0x000cc7f0 アイテム交換を
0x000cc7ff 終了しても
0x000cc80a よろしいですか？
0x000cc81c さんの
0x000cc823 確認を待っています
0x000cc838 さんが
0x000cc83f 終わりにしようとしています
0x000cc85c 対戦相手を
0x000cc867 待っています
0x000cc874 効果は、
0x000cc87d 操作している
0x000cc88a キャラクターと
0x000cc899 最下位の人以外に
0x000cc8aa 電気ショックを与えて
0x000cc8bf スピンさせるのです。
0x000cc8d4 てゆーか電光石火？
0x000cc8e7 ケロボールは、
0x000cc8f6 隊長さんが使うために
0x000cc90b ケロン軍から
0x000cc918 隊長さんに渡される
0x000cc92b 万能グッズです。
0x000cc93c てゆーか軍事物資？
0x000cc94f ケロボールのボタンを
0x000cc964 押すと、通信、
0x000cc973 空中浮遊、瞬間移動、
0x000cc988 ドロドロ光線などの
0x000cc99b 機能があるのです。
0x000cc9ae ただ、ボタンと機能の
0x000cc9c3 一致が難解なため
0x000cc9d4 ケロン人でないと、
0x000cc9e7 操作は難しいのです。
0x000cc9fc てゆーか解読不能？
0x000cca10 効果は、
0x000cca19 １つ前の順位を
0x000cca28 走っている人に
0x000cca37 上からタライを
0x000cca46 落とすのです。
0x000cca55 タライに当たったら、
0x000cca6a 気絶するのです。
0x000cca7b てゆーか万有引力？
0x000cca8e タライは、
0x000cca99 ケロボールのボタンを
0x000ccaae 押すと、空から
0x000ccabd 降ってくるのです。
0x000ccad0 昔からタライが、
0x000ccae1 空から
0x000ccae8 降ってくるというのは
0x000ccafd コントの
0x000ccb06 基本なんですって、
0x000ccb19 おじさまが
0x000ccb24 そう言っていました。
0x000ccb3c 効果は、
0x000ccb45 前を走っている人に
0x000ccb58 投げるのです。
0x000ccb67 相手が手榴弾に
0x000ccb76 当たると
0x000ccb7f 爆発するのです。
0x000ccb90 てゆーか必殺必中？
0x000ccba3 手榴弾は、ケロン軍で
0x000ccbb8 支給されるのです。
0x000ccbcb ギロロさんは、
0x000ccbda 良く使っていますが
0x000ccbed もしかして、
0x000ccbfa 侵略予算のむだ使い
0x000ccc0d てゆーか赤字の元？
0x000ccc20 効果は、
0x000ccc29 バナナの皮を後ろに
0x000ccc3c 置いて、
0x000ccc45 相手の邪魔をする
0x000ccc56 アイテムです。
0x000ccc65 触ると、スピンして
0x000ccc78 しまうのです。
0x000ccc87 おじさまは、
0x000ccc94 バナナの皮を見ると
0x000ccca7 踏んでみたくなる
0x000cccb8 気分に
0x000cccbf なるそうなんです。
0x000cccd2 てゆーか自己快楽？
0x000ccce8 効果は、
0x000cccf1 前を走っている人に
0x000ccd04 向かって撃つのです。
0x000ccd19 光線に当たると、
0x000ccd2a 一定時間
0x000ccd33 小さくなってしまって
0x000ccd48 全ての能力が、
0x000ccd57 下がるのです。
0x000ccd66 てゆーか能力低下？
0x000ccd79 この光線で
0x000ccd84 小さくなって
0x000ccd91 歯に基地を作っている
0x000ccda6 異星人と戦うのです。
0x000ccdbb それをケロン星では、
0x000ccdd0 カリエスウォーって
0x000ccde3 言うのです。
0x000ccdf0 てゆーか宇宙戦争？
0x000cce04 効果は、
0x000cce0d １つ前の順位を
0x000cce1c 走っている人に
0x000cce2b 投げるのです。
0x000cce3a 当たると、
0x000cce45 宇宙ニョロが巻きつき
0x000cce5a 一定時間
0x000cce63 スピードが
0x000cce6e 下がるのです。
0x000cce7d てゆーか違反逮捕？
0x000cce90 ケロン星の水辺に
0x000ccea1 生息する
0x000cceaa 半植物動物です。
0x000ccebb この宇宙ニョロを
0x000ccecc 使って、
0x000cced5 相手をしばる事が
0x000ccee6 できるのです。
0x000ccef5 しばり心地も
0x000ccf02 快適なんですって。
0x000ccf15 また、
0x000ccf1c 引っ張ればどこまでも
0x000ccf31 伸びるんです。
0x000ccf40 てゆーか伸縮自在？
0x000ccf54 効果は、
0x000ccf5d 減ったＨＰを大幅に
0x000ccf70 回復できるのです。
0x000ccf83 てゆーか回復道具？
0x000ccf96 救急箱の中は、
0x000ccfa5 包帯や
0x000ccfac バンソウコウなどが
0x000ccfbf はいっているのです。
0x000ccfd4 てゆーか救急医療？
0x000ccfe8 効果は、
0x000ccff1 減ったＨＰを
0x000ccffe 回復できるのです。
0x000cd011 てゆーか食事回復？
0x000cd024 ケロロ小隊では、
0x000cd035 会議には
0x000cd03e お茶とおせんべいと
0x000cd051 ちゃぶ台が
0x000cd05c 必要なんです。
0x000cd06b ちゃぶ台を囲んで
0x000cd07c わいわいがやがや
0x000cd08d 侵略計画を
0x000cd098 立てるんです。
0x000cd0a7 てゆーか侵略会議？
0x000cd0bc 効果は、
0x000cd0c5 パワーが上がって
0x000cd0d6 いくのです。
0x000cd0e3 てゆーか腕力上昇？
0x000cd0f6 ケロン人は、
0x000cd103 水を特に必要とする
0x000cd116 種族なのです。
0x000cd125 水がないと、
0x000cd132 からからに乾いて
0x000cd143 死にいたる時も
0x000cd152 あるそうです。
0x000cd161 てゆーか絶対必要？
0x000cd174 効果は、
0x000cd17d かそく、はやさが
0x000cd18e 少しアップして、
0x000cd19f コーナーが少し
0x000cd1ae ダウンするのです。
0x000cd1c1 てゆーか直線勝負？
0x000cd1d4 これは、
0x000cd1dd 隊長という
0x000cd1e8 目印なのです。
0x000cd1f7 一説では、
0x000cd202 これを付けると
0x000cd211 能力が１．３倍に
0x000cd222 なると
0x000cd229 言われています。
0x000cd23a てゆーか赤色三倍？
0x000cd250 効果は、
0x000cd259 はやさが少し
0x000cd266 アップして、
0x000cd273 かそくが少し
0x000cd280 ダウンするのです。
0x000cd293 てゆーか全力疾走？
0x000cd2a6 このバッチは、
0x000cd2b5 吉祥中学
0x000cd2be オカルトクラブの
0x000cd2cf 会員章なんです。
0x000cd2e0 部員は、
0x000cd2e9 冬樹さんと桃華さん
0x000cd2fc の二人なんです。
0x000cd30d てゆーか部員不足？
0x000cd320 効果は、
0x000cd329 コーナーが少し
0x000cd338 アップして、
0x000cd345 かそくが少し
0x000cd352 ダウンするのです。
0x000cd365 てゆーか巨大頭髪？
0x000cd378 アフロといえば
0x000cd387 宇宙タレントで
0x000cd396 ぶっちゃ毛トークの
0x000cd3a9 あの人が有名です。
0x000cd3bc クルルさんの
0x000cd3c9 昔のお友達
0x000cd3d4 だそうですね。
0x000cd3e3 てゆーか竹馬之友？
0x000cd3f8 効果は、
0x000cd401 はやさが少し
0x000cd40e アップして、
0x000cd41b コーナーが少し
0x000cd42a ダウンするのです。
0x000cd43d てゆーか湿度上昇？
0x000cd450 おじさまは湿度が
0x000cd461 上昇しすぎると、
0x000cd472 ペコポン人でいう
0x000cd483 よっぱらいの状態に
0x000cd496 なりやすいんです。
0x000cd4a9 てゆーか飲酒飛行？
0x000cd4bc 効果は、
0x000cd4c5 かそくが少し
0x000cd4d2 アップして、
0x000cd4df はやさが少し
0x000cd4ec ダウンするのです。
0x000cd4ff てゆーか安全飛行？
0x000cd512 これがないと
0x000cd51f みんなが
0x000cd528 私と麻美さんを
0x000cd537 間違えて
0x000cd540 しまうんです。
0x000cd54f てゆーか同一人物？
0x000cd564 効果は、
0x000cd56d コーナーが少し
0x000cd57c アップして、
0x000cd589 はやさが少し
0x000cd596 ダウンするのです。
0x000cd5a9 てゆーか安全飛行？
0x000cd5bc おじさまは、
0x000cd5c9 難しい本を
0x000cd5d4 読んでいたんですね。
0x000cd5e9 今じゃ漫画しか
0x000cd5f8 読んでいない
0x000cd605 みたいです。
0x000cd612 てゆーか内面世界？
0x000cd628 これは、
0x000cd631 おじさま専用の
0x000cd640 装備アイテムです。
0x000cd653 効果は、
0x000cd65c かそく、はやさ、
0x000cd66d コーナーが
0x000cd678 上がるのです。
0x000cd687 でも、最大ＨＰが
0x000cd698 ８０％に
0x000cd6a1 なってしまうのです。
0x000cd6b6 てゆーか専用装備？
0x000cd6c9 おじさまはガンプラを
0x000cd6de 買うために
0x000cd6e9 毎日つもり貯金
0x000cd6f8 してるんです。
0x000cd707 てゆーか物欲貯金？
0x000cd71c これは、
0x000cd725 タマちゃん専用の
0x000cd736 装備アイテムです。
0x000cd749 効果は、
0x000cd752 かそく、はやさ、
0x000cd763 コーナーが
0x000cd76e 上がるのです。
0x000cd77d でも、最大ＨＰが
0x000cd78e ８０％に
0x000cd797 なってしまうのです。
0x000cd7ac てゆーか嫉妬上昇？
0x000cd7bf これは、私が父上に
0x000cd7d2 送るためにとった
0x000cd7e3 ＤＶＤです。
0x000cd7f0 タマちゃんは、
0x000cd7ff なぜ、このアイテムで
0x000cd814 能力がアップするのか
0x000cd829 わかりません。
0x000cd838 てゆーか永久疑問？
0x000cd84c これは、
0x000cd855 ギロロさん専用の
0x000cd866 装備アイテムです。
0x000cd879 効果は、
0x000cd882 かそく、はやさ、
0x000cd893 コーナーが
0x000cd89e 上がるのです。
0x000cd8ad でも、最大ＨＰが
0x000cd8be ８０％に
0x000cd8c7 なってしまうのです。
0x000cd8dc てゆーか赤面上昇？
0x000cd8ef ギロロさんは、
0x000cd8fe 夏美さんの事が
0x000cd90d 好きみたいなんです。
0x000cd922 本人はばれていないと
0x000cd937 思っている
0x000cd942 みたいですが
0x000cd94f 実はみんな
0x000cd95a 知っているんです。
0x000cd96d てゆーか熱烈純情？
0x000cd980 これは、
0x000cd989 クルルさん専用の
0x000cd99a 装備アイテムです。
0x000cd9ad 効果は、
0x000cd9b6 かそく、はやさ、
0x000cd9c7 コーナーが
0x000cd9d2 上がるのです。
0x000cd9e1 でも、最大ＨＰが
0x000cd9f2 ８０％に
0x000cd9fb なってしまうのです。
0x000cda10 てゆーか収納上手？
0x000cda23 クルルさんは、
0x000cda32 これにギロロさんの
0x000cda45 ベルトを入れて
0x000cda54 隠していたら、
0x000cda63 ひどい目に
0x000cda6e あったらしいです。
0x000cda81 てゆーか恐怖体験？
0x000cda94 これは、
0x000cda9d ドロロさん専用の
0x000cdaae 装備アイテムです。
0x000cdac1 効果は、
0x000cdaca かそく、はやさ、
0x000cdadb コーナーが
0x000cdae6 上がるのです。
0x000cdaf5 でも、最大ＨＰが
0x000cdb06 ８０％に
0x000cdb0f なってしまうのです。
0x000cdb24 てゆーか過去問題？
0x000cdb37 ドロロさんは、
0x000cdb46 小さい時に
0x000cdb51 おじさまに
0x000cdb5c オルゴールを
0x000cdb69 壊されてしまって、
0x000cdb7c そのことで
0x000cdb87 お母さん達に
0x000cdb94 あたったそうです。
0x000cdba7 これはおじさまが
0x000cdbb8 悪いと思います。
0x000cdbc9 てゆーか過去清算？
0x000cdbdc これは、
0x000cdbe5 ケロロ小隊の旗です。
0x000cdbfa 効果は、
0x000cdc03 かそく、はやさ、
0x000cdc14 コーナーがほんの少し
0x000cdc29 ＵＰするのです。
0x000cdc3a 本当にほんの
0x000cdc47 少しなんです。
0x000cdc56 てゆーか装飾道具？
0x000cdc6c ケロン星の沼地に
0x000cdc7d 生息するヒルです。
0x000cdc90 熱い吐息が
0x000cdc9b 非常に不快なので
0x000cdcac 使用法は尋問用に
0x000cdcbd 使われるのです。
0x000cdcce なぜ雄なのかは、
0x000cdcdf 雄のほうが…
0x000cdcec 私もうこれ以上
0x000cdcfb 言えません。
0x000cdd08 てゆーか完全黙秘？
0x000cdd1c ケロン星に
0x000cdd27 生息する植物です。
0x000cdd3a この植物は、
0x000cdd47 触手を相手に刺して
0x000cdd5a 普段見えないものを
0x000cdd6d 見せる事で相手から
0x000cdd80 生気を
0x000cdd87 吸い取るのです。
0x000cdd98 生気を吸い取られると
0x000cddad 燃え尽きたように
0x000cddbe 真っ白に
0x000cddc7 なってしまうのです。
0x000cdddc てゆーか完全燃焼？
0x000cddf0 宇宙のどこから
0x000cddff 来るのか
0x000cde08 私には、
0x000cde11 わからないです。
0x000cde22 てゆーか秘密生物？
0x000cde35 ニョロロは、
0x000cde42 湿気を吸った
0x000cde4f ケロン人を
0x000cde5a 好むんだそうです。
0x000cde6d どこからかやって来て
0x000cde82 ケロン人から
0x000cde8f 湿気を
0x000cde96 吸い取るそうです。
0x000cdea9 湿気を
0x000cdeb0 吸い取られると、
0x000cdec1 からからになって、
0x000cded4 ２〜３日動けなく
0x000cdee5 なってしまうのです。
0x000cdefa てゆーか強制脱水？
0x000cdf10 吸引力バツグンの
0x000cdf21 フレーズで有名な
0x000cdf32 動物です。
0x000cdf3d この宇宙ダコを使えば
0x000cdf52 蘇生呼吸も簡単に
0x000cdf63 できるのです。
0x000cdf72 てゆーか人命救助？
0x000cdf85 ただ、
0x000cdf8c 蘇生呼吸を
0x000cdf97 している所を
0x000cdfa4 見てしまうと、
0x000cdfb3 気持ちが悪くなるかも
0x000cdfc8 しれません。
0x000cdfd5 てゆーか地獄絵図？
0x000cdfe8 この食べ物は、
0x000cdff7 ケロン星の名物で
0x000ce008 タマちゃんの
0x000ce015 好物だそうです。
0x000ce026 調理中は、
0x000ce031 くさいにおいがし、
0x000ce044 ふたを閉めてないと
0x000ce057 逃げてしまうので
0x000ce068 注意が必要なのです。
0x000ce07d 食べるか食べられるか
0x000ce092 スリル満点なのが、
0x000ce0a5 人気のひけつ
0x000ce0b2 だそうです。
0x000ce0bf てゆーか宇宙名物？
0x000ce0d4 お掃除機の名前です。
0x000ce0e9 おじさまはこれで
0x000ce0fa お掃除を
0x000ce103 していました。
0x000ce112 てゆーか清掃第一？
0x000ce125 ただ…おじさまが
0x000ce136 掃除機に乗って
0x000ce145 お掃除をするのは、
0x000ce158 いけない事だと
0x000ce167 思います。
0x000ce172 てゆーか乗車掃除？
0x000ce188 このスーツは、
0x000ce197 ケロン人が
0x000ce1a2 ペコポン人に
0x000ce1af 変装するために
0x000ce1be 開発された
0x000ce1c9 スーツです。
0x000ce1d6 おじさまが、
0x000ce1e3 一番初めに着た
0x000ce1f2 スーツです。
0x000ce1ff 私はこれを着た
0x000ce20e おじさまと
0x000ce219 一緒に町を
0x000ce224 歩きたかったかも…。
0x000ce239 てゆーか友達感覚？
0x000ce24c このスーツは、
0x000ce25b ケロン人が
0x000ce266 ペコポン人に
0x000ce273 変装するために
0x000ce282 開発された
0x000ce28d スーツです。
0x000ce29a これを着ると
0x000ce2a7 おじさまは、
0x000ce2b4 ちょっとお仕事に行く
0x000ce2c9 旦那さまな
0x000ce2d4 感じがします。
0x000ce2e3 てゆーか新婚気分？
0x000ce2f8 このスーツは、
0x000ce307 ケロン人が
0x000ce312 ペコポン人に
0x000ce31f 変装するために
0x000ce32e 開発された
0x000ce339 スーツです。
0x000ce346 おじさまはこの姿で
0x000ce359 よくガンプラを買いに
0x000ce36e 行くのです。
0x000ce37b そして、
0x000ce384 帰ってくると部屋に
0x000ce397 閉じこもり
0x000ce3a2 ガンプラを
0x000ce3ad 作っています。
0x000ce3bc てゆーか模型制作？
0x000ce3d0 あっ、この方は、
0x000ce3e1 私の訓練を
0x000ce3ec してくれた方です。
0x000ce3ff その節は、
0x000ce40a ありがとう
0x000ce415 ございました。
0x000ce424 あれ…、
0x000ce42d これは、
0x000ce436 ペコポン人スーツ
0x000ce447 だったんですか。
0x000ce458 気づかなかったです。
0x000ce46d でも、
0x000ce474 どなたが
0x000ce47d 訓練をして
0x000ce488 くれたのでしょう？
0x000ce49b 不思議です。
0x000ce4a8 てゆーか秘密行動？
0x000ce4bc このスーツは、
0x000ce4cb どこかで見た事
0x000ce4da あるような
0x000ce4e5 ないような…。
0x000ce4f4 これは、
0x000ce4fd 深海で作業するための
0x000ce512 スーツなのです。
0x000ce523 手が爪なのが
0x000ce530 最大の特徴なのです。
0x000ce545 色は２種類あり
0x000ce554 赤と黒があります。
0x000ce567 やっぱり
0x000ce570 赤のほうが性能が
0x000ce581 いいのでしょうか？
0x000ce594 てゆーか水中兵器？
0x000ce5a8 この銃を向けて撃つと
0x000ce5bd 大人を子供に
0x000ce5ca 戻してしまうのです。
0x000ce5df 子供になると
0x000ce5ec ３時間以内に、
0x000ce5fb 人生は
0x000ce602 甘くないモードで
0x000ce613 もう一度撃たないと
0x000ce626 いけないのです。
0x000ce637 もし、
0x000ce63e ３時間過ぎると…
0x000ce64f どうなるのでしょう？
0x000ce664 てゆーか未知世界？
0x000ce678 人生が２度あれば銃の
0x000ce68d 強化改造型です。
0x000ce69e 同じように撃つと、
0x000ce6b1 子供が大人に
0x000ce6be なれるのです。
0x000ce6cd 副作用？として
0x000ce6dc おやじギャグが
0x000ce6eb ついてくるのです。
0x000ce6fe てゆーか親父言葉？
0x000ce714 昔の発明家の
0x000ce721 作ったものです。
0x000ce732 この銃を物に向けて
0x000ce745 撃つと、
0x000ce74e 光線に当たった物は
0x000ce761 一定時間経つごとに
0x000ce774 増殖を
0x000ce77b 繰り返すのですって。
0x000ce790 怖いですね。
0x000ce79d てゆーか恐怖体験？
0x000ce7b0 この道具は、
0x000ce7bd 怪談話をする時に
0x000ce7ce 誰の話が一番怖いかを
0x000ce7e3 量るためのものです。
0x000ce7f8 しくみは、
0x000ce803 ギロロさんが恐怖を
0x000ce816 感じるとメーターが
0x000ce829 上がっていくのです。
0x000ce83e そのメーターの
0x000ce84d 上がり方で
0x000ce858 勝負をつけるのです。
0x000ce86d てゆーか人身御供？
0x000ce880 これはおじさまの形の
0x000ce895 ロボットです。
0x000ce8a4 このロボットに
0x000ce8b3 おじさまの脳波を
0x000ce8c4 送ると
0x000ce8cb おじさまの思う通りに
0x000ce8e0 動くのです。
0x000ce8ed 痛みもちゃんと
0x000ce8fc フィードバック
0x000ce90b されているのです。
0x000ce91e てゆーか最終兵器？
0x000ce934 これは、
0x000ce93d アンゴル族に
0x000ce94a 代々伝わる
0x000ce955 神器なのです。
0x000ce964 通常は、
0x000ce96d ケータイに
0x000ce978 なっています。
0x000ce987 コマンドを入力すると
0x000ce99c 杖になります。
0x000ce9ab 内緒なんですが、
0x000ce9bc コマンドは１９９９７
0x000ce9d1 なんです。
0x000ce9dc 本当に内緒ですよ。
0x000ce9ef てゆーか機密保持？
0x000cea04 これは、
0x000cea0d 宇宙アイドル
0x000cea1a すももちゃんの
0x000cea29 サインです。
0x000cea36 すももちゃんは、
0x000cea47 宇宙での
0x000cea50 ヒットチャート
0x000cea5f 連続１位の
0x000cea6a 記録更新中の
0x000cea77 歌手なのです。
0x000cea86 すごいですね。
0x000cea95 てゆーか人気爆発？
0x000ceaa8 これはおじさまが、
0x000ceabb 欲しがっていた
0x000ceaca 昔のパチモンの
0x000cead9 プラモです。
0x000ceae6 ダンガルの
0x000ceaf1 正式な名前は、
0x000ceb00 超機動戦艦ダンガルと
0x000ceb15 言うそうなんです。
0x000ceb28 今では、
0x000ceb31 現存数の少なさで
0x000ceb42 マニアの中で
0x000ceb4f 人気沸騰中だそうです。
0x000ceb66 てゆーか希少価値？
0x000ceb7c この子は、
0x000ceb87 おじさまの部屋に
0x000ceb98 住みついている
0x000ceba7 幽霊さんなのです。
0x000cebba この幽霊さんは、
0x000cebcb 昔…無実の罪で
0x000cebda つかまった女の子が
0x000cebed 成仏できずに
0x000cebfa 住みついている
0x000cec09 そうです。
0x000cec14 てゆーか悲劇少女？
0x000cec28 おじさまが
0x000cec33 ニョロロを
0x000cec3e 油断させるために
0x000cec4f 変装した姿です。
0x000cec60 すべては、
0x000cec6b おじさまが
0x000cec76 監視カメラを
0x000cec83 付け忘れていたのが
0x000cec96 悪いのですが…。
0x000ceca7 てゆーか自業自得？
0x000cecbc クルルさんが作った
0x000ceccf 人生が２度あれば銃で
0x000cece4 中学生になった
0x000cecf3 冬樹さんのお母様の
0x000ced06 姿です。
0x000ced0f 冬樹さんに
0x000ced1a そっくりです。
0x000ced29 桃華さんが、
0x000ced36 冬樹さんと
0x000ced41 間違えるのも
0x000ced4e 無理はないですね。
0x000ced61 てゆーか相似親子？
0x000ced74 カリエスウォーを
0x000ced85 した時に
0x000ced8e クルルさんの手伝いで
0x000ceda3 ナースをしたんです。
0x000cedb8 その時に着た服です。
0x000cedcd みなさんも歯は
0x000ceddc 大切に
0x000cede3 してくださいね。
0x000cedf4 てゆーか虫歯予防？
0x000cee08 この方は、
0x000cee13 宇宙警察の
0x000cee1e ポヨンさんです。
0x000cee2f 疑わしい事は、
0x000cee3e すべて検挙して
0x000cee4d 数々の難事件を解決？
0x000cee62 してきたそうです。
0x000cee75 てゆーか職権乱用？
0x000cee88 名前は何て
0x000cee93 言うのでしょう。
0x000ceea4 今度、ギロロさんに
0x000ceeb7 聞こうかな…
0x000ceec4 名前がないなら
0x000ceed3 私が『まっく』って
